,stars,body,date
416,5.0,"Best Guitar for the Beginners, with this price range.. got in just Rs. 1890+40 shipping Charges Total Is.1930.00, great experience..",7 September 2019
417,5.0,"The media could not be loaded.
                



 You can surely buy this",24 April 2021
418,5.0,It's a nice product.. elegant look and smooth sound,11 June 2018
419,5.0,"Excellent for Beginners, sound quality is very nice.",9 December 2021
420,3.0,Quality is poor,5 November 2021
421,4.0,"This is not a full size guitar, good for learner in the age group upto 10 yrs. I have not yet tried to tune it. I consulted my music teacher and he suggested to return it, unfortunately I am stuck with it. He suggested me to buy Granada guitar model no PRS-1 39"" acoustic.",20 May 2019
422,5.0,Superb guitar,10 August 2017
423,4.0,How it sounds is secondary. I had doubts weather it will be handed to me in one peace or not. And the product is almost similar to that in the images,3 March 2018
424,3.0,obusly its not great but value for money. good for those who just want to learn basic guitar skills.,2 July 2021
425,5.0,Good buy for beginners!,4 March 2021
426,2.0,"quality check is very important....higher frets are noisy and buzzy frets are not clear...i didtn return but ...okmy friend bought the same guitar his is good....so please maintain same quality.,,thank you",23 October 2020
427,4.0,"Nice Guitar, my suggestion is learn it then play because if you don't know how to play after purchasing, it my effect both your interest and confidence.",14 January 2021
428,4.0,"Product received in good state, I bought it for my son who has just begun his guitar classes, he liked the product. Overall happy with the purchase.",29 July 2019
429,3.0,It's worth for price very good sound... Awesome instrument for beginners...... Same as shown in pic.. Not expectation 🎸 reality 🎸 like that and all ...good product,22 October 2019
430,4.0,"Good for beginners, quality is also durable",19 October 2019
431,4.0,"The product is good. I bought it on sale and got it in 1799.there is a small scratch mark,but the overall product is good with the extra strings and guitar cover.",30 November 2021
432,1.0,"the strings are not of good quality and one of them is loose, but I don't want a replacement. It's not allowing me to return it, without replacement.",20 May 2021
433,4.0,"This guitar is mainly for the beginners! Once you learn how to play it, you won't feel to play this one. This guitar is smaller than the original size of acoustic guitar. So, you can buy this one if you are a beginner!",19 June 2020
434,4.0,Good for beginners,18 November 2020
435,5.0,"The guitar is good. At first, the tune is out of range. It is quite challenging for beginners but you can set it up through some apps.",22 January 2021
436,5.0,very good,14 October 2019
437,5.0,Thank you so much for lovely guitar. i would like to suggest you can buy this product if you are beginner. do not go for expensive guitar. Its take 2 or 3 month for being perfect.,24 September 2021
438,4.0,I don't have any idea regarding guitars.I have gone through all sites and bought this one. Actually it looks great and sound quality is good and good for beginners like me.worth buying for beginners at this price,20 July 2020
439,3.0,Ever since I started using mobile for two to three weeks I have never felt so bad for this product,12 July 2020
440,3.0,I this price it is good. Bag and belt and other accessories are looking very cheap but in this price it ia okay.Guitar is Good and sounds also good,29 September 2017
441,1.0,The product have some defected i applied to replace or refund the product but no one pickup the guitar. Its very bad experience with amazon. Never ever buy from amazon product.,5 September 2020
442,1.0,"Performance ,sound not at all good. Even beginners should not buy. Strings alignment not correct. Strings are fragile. Not worth for even RS.2000.00",22 March 2022
443,4.0,Average quality. Actually that was exactly what I was looking for. First guitar for my kid  and meets the expectations. Great service. Prompt delivery. All accessories were there.,6 July 2018
444,5.0,Quality is good and my son liked it a lot. Even though the delivery status was updated but It was delivered one day in advance,22 February 2021
445,4.0,"As being a beginner myself i found it very helpful at this rate . The only cons that i found is it's quite hard to press the string which is comparatively easier on yamaha counterparts , but as already mentioned for the stated price its a nice choice",27 September 2020
446,4.0,It is good acoustic guitar for begginers. It is not so costly as  other professional guitars. You can learn with the help of YouTube so if you want to learn guitar you can pick this one cheapest guitar,27 October 2019
447,5.0,I loved the guitar...It is similar which is shown in display and loved it...,25 December 2020
448,1.0,You will find a lot of comments saying this guitar is worth the spend and very good for beginners. Trust me it's not. Sound quality is very bad. I would go for a second hand Yamaha guitar any day over buying this waste of money.,26 December 2019
449,5.0,Packing was good. There was a small scratch on the back side but no impacting damage. Over all i am satisfied.,6 February 2022
450,5.0,"its above expectations, very beautiful product ..., buy it without think , no worries buy this",27 August 2017
451,3.0,"Quality of strings are bad. We have to tune it frequently, cause it loosing it's tune easily.",8 January 2019
452,4.0,I would say it is working fine till now. I dont even expect an item of this price to last this long.  So for beginners..yes you can go for it.,9 June 2020
453,3.0,The base of the guitar is very high unable to concentrate on the rhythm,19 June 2019
454,4.0,Good product.,18 October 2019
455,5.0,"I gifted this, nice guitar at this price",28 December 2018
